DATE,CLOSE,TICKER,OPEN,HIGH,LOW,VOLUME
4/19/2019,966.21,VNINDEX,968.27,971.73,965.68,106976093
4/22/2019,965.86,VNINDEX,963.78,966.64,959.43,216344286
4/23/2019,968,VNINDEX,964.84,970.79,964.38,154887616
4/24/2019,976.92,VNINDEX,969.66,978.71,969.66,134071764
4/25/2019,974.13,VNINDEX,976.46,976.46,971.92,149114784
4/26/2019,979.64,VNINDEX,972.86,979.64,970.73,118539754
5/2/2019,978.5,VNINDEX,978.81,979.76,975.94,152161692
5/3/2019,974.14,VNINDEX,976.77,977.09,972.06,148565859
5/6/2019,957.97,VNINDEX,964.37,964.89,955.57,155652352
5/7/2019,957.56,VNINDEX,961.31,965.56,956.26,145340252
5/8/2019,951.22,VNINDEX,950.1,953.51,947.86,143297841
5/9/2019,947.01,VNINDEX,950.66,953.45,944.91,181397532
5/10/2019,952.55,VNINDEX,950.37,953.92,947.88,131033332
5/13/2019,958.54,VNINDEX,952.11,958.54,951.9,232040196
5/15/2019,975.64,VNINDEX,967.95,977.52,968.86,188852552
5/16/2019,975.69,VNINDEX,976.96,980.99,975.69,170217007
5/17/2019,976.48,VNINDEX,977.85,980.04,975.06,135086288
5/20/2019,987.13,VNINDEX,975.95,987.13,974.57,153160381
5/21/2019,986.29,VNINDEX,989.67,992.84,986.15,206555753
5/22/2019,983.78,VNINDEX,986.66,992.26,982.68,174957249
5/23/2019,982.71,VNINDEX,982,984.57,977.17,160088537
5/24/2019,970.03,VNINDEX,976.59,982.88,970.03,168342667
5/27/2019,975.14,VNINDEX,970.73,975.33,970.41,138466161
5/28/2019,972,VNINDEX,977.02,978.8,969.73,148990818
5/29/2019,971.54,VNINDEX,973.31,974.96,969.69,145310081
5/30/2019,969.34,VNINDEX,971.01,974.56,967.21,159992984
5/31/2019,959.88,VNINDEX,968.53,969.14,959.88,136533300
6/3/2019,946.47,VNINDEX,953.58,955.52,940.28,184656555
6/4/2019,951.16,VNINDEX,945.62,951.16,943.29,162399806
6/5/2019,951.41,VNINDEX,955.8,958.24,951.41,131580929
6/6/2019,948.21,VNINDEX,951.41,951.28,939.35,125898646
6/7/2019,958.28,VNINDEX,951.64,958.28,950.94,148035457
6/10/2019,962.9,VNINDEX,963.78,966.87,959.36,154897649
6/11/2019,962.07,VNINDEX,962.43,964.81,960.21,136379184
6/12/2019,954.17,VNINDEX,960.6,960.55,953.83,138109792
6/13/2019,950.08,VNINDEX,951.26,951.95,946.29,142809278
6/14/2019,953.61,VNINDEX,948.65,954.65,948.65,155879414
6/17/2019,946.95,VNINDEX,953.97,954.95,945.05,174370028
6/18/2019,944.01,VNINDEX,945.73,947.3,939.21,166941576
6/19/2019,949.69,VNINDEX,948.92,949.81,947.26,147358054
6/20/2019,959.18,VNINDEX,949.48,962.09,949.03,185490163
6/21/2019,959.2,VNINDEX,962.69,964.52,959.12,206137401
6/25/2019,960.13,VNINDEX,961.19,963.19,960.06,164347956
6/26/2019,959.13,VNINDEX,960.13,962.7,958.49,252317209
6/27/2019,943.11,VNINDEX,959.48,959.48,943.11,159030321
6/28/2019,949.94,VNINDEX,944.53,949.94,940.16,182625355
7/1/2019,965.61,VNINDEX,958.92,965.61,958.81,166445420
7/2/2019,961.98,VNINDEX,964.77,966.71,959.8,138217098
7/3/2019,960.39,VNINDEX,960.44,961.34,956.94,136594431
7/4/2019,973.04,VNINDEX,961.78,973.04,961.78,189897829
7/5/2019,975.34,VNINDEX,973.04,975.34,970.16,137917326
7/8/2019,966.35,VNINDEX,972.83,972.27,963.94,165879438
7/9/2019,969.05,VNINDEX,965.24,969.05,963.46,169482118
7/11/2019,978.63,VNINDEX,976.95,979.78,975.03,161663227
7/12/2019,975.4,VNINDEX,980.11,981.53,974.32,157305753
7/15/2019,972.53,VNINDEX,975.57,975.57,971.31,150551123
7/16/2019,982.11,VNINDEX,975.05,982.11,975.05,174668213
7/17/2019,982.57,VNINDEX,981.49,985.59,979.05,170018762
7/18/2019,976.05,VNINDEX,979.16,979.49,975.01,139846186
7/19/2019,982.34,VNINDEX,978.12,986.12,978.15,170265297
7/22/2019,982.04,VNINDEX,981.17,985.13,980.14,164371830
7/23/2019,989.46,VNINDEX,981.38,990.39,980.27,184831147
7/24/2019,988.41,VNINDEX,993.01,994.85,986.38,169642412
7/25/2019,994.95,VNINDEX,986.85,997.49,987.02,171789317
7/26/2019,993.35,VNINDEX,994.8,998.52,993.01,152405215
7/29/2019,997.94,VNINDEX,994.23,997.94,988.29,147824940
7/30/2019,986.02,VNINDEX,1001.46,1002.77,986.02,154322082
7/31/2019,991.66,VNINDEX,986,993.4,982.64,-4890712853
8/1/2019,997.39,VNINDEX,993.25,997.39,991.16,222655794
8/2/2019,991.1,VNINDEX,987.55,991.39,985.69,186787994
8/5/2019,973.15,VNINDEX,988.6,988.99,973.15,195934349
8/6/2019,964.61,VNINDEX,960.29,965.57,958.5,210927032
8/7/2019,965.93,VNINDEX,967.18,971.96,961.64,219152689
8/8/2019,975.24,VNINDEX,965.93,975.83,964.45,219237176
8/9/2019,974.34,VNINDEX,976.41,978.69,974.34,192308389
8/12/2019,975.31,VNINDEX,975.38,977.63,973.24,174552398
8/13/2019,966.83,VNINDEX,972.7,972.94,964.12,181502531
8/14/2019,968.91,VNINDEX,975.88,975.99,968.91,151487620
8/15/2019,979.38,VNINDEX,958.05,979.38,955.76,182910290
8/16/2019,980,VNINDEX,974.88,985.61,975.27,198006180
8/19/2019,981.03,VNINDEX,984.04,985.35,979.17,158090188
8/21/2019,994.38,VNINDEX,984.36,995.44,983.3,201557493
8/22/2019,997.26,VNINDEX,996.41,998.67,993.3,152998950
8/23/2019,992.45,VNINDEX,998.21,997.83,990.86,162568195
8/26/2019,982.88,VNINDEX,983.8,984.51,977,189790404
8/27/2019,976.79,VNINDEX,986.33,988.49,976.79,199812049
8/28/2019,977.26,VNINDEX,977.1,981.35,977.1,147213987
8/29/2019,978.59,VNINDEX,978.17,978.6,973.34,138392454
8/30/2019,984.06,VNINDEX,980.25,984.87,980.25,143163513
9/3/2019,979.36,VNINDEX,984.79,985.21,978.62,186474608
9/4/2019,977.63,VNINDEX,977.97,979.8,973.38,157392889
9/5/2019,976.79,VNINDEX,979.83,981.67,976.79,159540011
9/6/2019,974.08,VNINDEX,977.83,978.61,973.87,161159116
9/9/2019,974.12,VNINDEX,974.53,974.92,972.52,155334471
9/10/2019,970.26,VNINDEX,974.62,977.38,968.36,161444710
9/11/2019,969.31,VNINDEX,969.59,973.13,967.36,154513898
9/12/2019,976.07,VNINDEX,972.39,976.07,972.45,141321199
9/13/2019,987.22,VNINDEX,976.07,987.22,975.95,189231330
9/16/2019,989.86,VNINDEX,987.07,992.6,987.07,187151712
9/17/2019,996.74,VNINDEX,990.06,996.74,987.12,231436058
9/18/2019,995.15,VNINDEX,995.75,998.4,994.15,191036390
9/19/2019,997.1,VNINDEX,995.49,997.2,990.65,186921508
9/20/2019,990.36,VNINDEX,997.6,998.51,990.36,203600240
9/23/2019,985.75,VNINDEX,991.75,993.98,985.75,207504798
9/24/2019,988.13,VNINDEX,986.33,991.36,984.97,165040016
9/25/2019,987.3,VNINDEX,985.96,989.13,983.12,171566161
9/26/2019,990.75,VNINDEX,988.7,991.59,986.36,152560016
9/27/2019,997.84,VNINDEX,992.26,998.34,991.67,180737057
9/30/2019,996.56,VNINDEX,999.92,1004.14,996.51,176215055
10/2/2019,991.19,VNINDEX,999.18,1000.71,990.03,178783975
10/3/2019,992.45,VNINDEX,985.65,992.45,983.35,193597117
10/4/2019,987.59,VNINDEX,993.69,994.74,987.59,205009000
10/7/2019,983.09,VNINDEX,989.45,990.34,983.09,181618007
10/8/2019,988.22,VNINDEX,983.62,988.51,981.89,178375371
10/9/2019,987.83,VNINDEX,987.82,992,986.92,182539423
10/10/2019,987.38,VNINDEX,988.81,990.77,986.96,182977754
10/11/2019,991.84,VNINDEX,988.57,991.84,987.77,168611835
10/14/2019,993.57,VNINDEX,994.61,997.25,992.5,193975692
